name,red,green,blue,alpha,id
free,225,160,110,255,644
free,110,225,160,255,645
free,160,110,225,255,646
free,235,125,135,255,647
free,135,235,125,255,648
free,125,135,235,255,649
free,215,145,160,255,650
free,160,215,145,255,651
free,145,160,215,255,652
free,245,165,105,255,653
free,105,245,165,255,654
free,165,105,245,255,655
free,220,105,130,255,656
free,130,220,105,255,657
free,105,130,220,255,658
free,230,150,145,255,659
free,145,230,150,255,660
free,150,145,230,255,661
free,240,125,175,255,662
free,175,240,125,255,663
free,125,175,240,255,664
free,225,135,150,255,665
free,150,225,135,255,666
free,135,150,225,255,667
free,235,160,100,255,668
free,100,235,160,255,669
free,160,100,235,255,670
free,215,110,155,255,671
free,155,215,110,255,672
free,110,155,215,255,673
free,245,140,125,255,674
free,125,245,140,255,675
free,140,125,245,255,676
free,220,160,150,255,677
free,150,220,160,255,678
free,160,150,220,255,679
free,230,105,135,255,680
free,135,230,105,255,681
free,105,135,230,255,682
free,240,145,135,255,683
free,135,240,145,255,684
free,145,135,240,255,685
free,225,145,165,255,686
free,165,225,145,255,687
free,145,165,225,255,688
free,235,130,155,255,689
free,155,235,130,255,690
free,130,155,235,255,691
free,215,165,120,255,692
free,120,215,165,255,693
free,165,120,215,255,694
free,245,110,140,255,695
free,140,245,110,255,696
free,110,140,245,255,697
free,220,135,165,255,698
free,165,220,135,255,699
free,135,165,220,255,700
free,230,140,155,255,701
free,155,230,140,255,702
free,140,155,230,255,703
free,240,160,115,255,704
free,115,240,160,255,705
free,160,115,240,255,706
free,225,115,145,255,707
free,145,225,115,255,708
free,115,145,225,255,709
free,235,150,120,255,710
free,120,235,150,255,711
free,150,120,235,255,712
free,215,135,175,255,713
free,175,215,135,255,714
free,135,175,215,255,715
free,245,125,145,255,716
free,145,245,125,255,717
free,125,145,245,255,718
free,220,120,155,255,719
free,155,220,120,255,720
free,120,155,220,255,721
free,230,165,135,255,722
free,135,230,165,255,723
free,165,135,230,255,724
free,240,135,165,255,725
free,165,240,135,255,726
free,135,165,240,255,727
free,225,160,125,255,728
free,125,225,160,255,729
free,160,125,225,255,730
free,235,100,165,255,731
free,165,235,100,255,732
free,100,165,235,255,733
free,215,150,130,255,734
free,130,215,150,255,735
free,150,130,215,255,736
free,245,140,150,255,737
free,150,245,140,255,738
free,140,150,245,255,739
free,220,155,115,255,740
free,115,220,155,255,741
free,155,115,220,255,742
free,230,110,170,255,743
free,170,230,110,255,744
free,110,170,230,255,745
free,240,150,125,255,746
free,125,240,150,255,747
free,150,125,240,255,748
free,225,140,160,255,749
free,160,225,140,255,750
free,140,160,225,255,751
free,235,165,105,255,752
free,105,235,165,255,753
free,165,105,235,255,754
free,215,120,140,255,755
free,140,215,120,255,756
free,120,140,215,255,757
free,245,160,110,255,758
free,110,245,160,255,759
free,160,110,245,255,760
free,220,125,150,255,761
free,150,220,125,255,762
free,125,150,220,255,763
free,230,145,120,255,764
free,120,230,145,255,765
free,145,120,230,255,766
free,240,155,160,255,767
free,160,240,155,255,768
free,155,160,240,255,769
free,225,125,140,255,770
free,140,225,125,255,771
free,125,140,225,255,772
free,235,140,175,255,773
free,175,235,140,255,774
free,140,175,235,255,775
free,215,160,115,255,776
free,115,215,160,255,777
free,160,115,215,255,778
free,245,135,155,255,779
free,155,245,135,255,780
free,135,155,245,255,781
free,220,140,165,255,782
free,165,220,140,255,783
free,140,165,220,255,784
free,230,155,100,255,785
free,100,230,155,255,786
free,155,100,230,255,787
free,240,120,140,255,788
free,140,240,120,255,789
free,120,140,240,255,790
free,225,155,135,255,791
free,135,225,155,255,792
free,155,135,225,255,793
free,235,135,160,255,794
free,160,235,135,255,795
free,135,160,235,255,796
free,215,145,150,255,797
free,150,215,145,255,798
free,145,150,215,255,799
free,245,150,120,255,800
free,120,245,150,255,801
free,150,120,245,255,802
free,220,150,135,255,803
free,135,220,150,255,804
free,150,135,220,255,805
free,230,125,155,255,806
free,155,230,125,255,807
free,125,155,230,255,808
free,240,165,100,255,809
free,100,240,165,255,810
free,165,100,240,255,811
free,225,120,160,255,812
free,160,225,120,255,813
free,120,160,225,255,814
free,235,155,145,255,815
free,145,235,155,255,816
free,155,145,235,255,817
free,215,130,160,255,818
free,160,215,130,255,819
free,130,160,215,255,820
free,245,145,135,255,821
free,135,245,145,255,822
free,145,135,245,255,823
free,220,165,125,255,824
free,125,220,165,255,825
free,165,125,220,255,826
free,230,130,145,255,827
free,145,230,130,255,828
free,130,145,230,255,829
free,240,135,150,255,830
free,150,240,135,255,831
free,135,150,240,255,832
free,225,145,105,255,833
free,105,225,145,255,834
free,145,105,225,255,835
free,235,120,170,255,836
free,170,235,120,255,837
free,120,170,235,255,838
free,215,155,135,255,839
free,135,215,155,255,840
free,155,135,215,255,841
free,245,125,160,255,842
free,160,245,125,255,843
free,125,160,245,255,844
free,220,110,140,255,845
free,140,220,110,255,846
free,110,140,220,255,847
free,230,160,125,255,848
free,125,230,160,255,849
free,160,125,230,255,850
free,240,145,120,255,851
free,120,240,145,255,852
free,145,120,240,255,853
free,225,135,165,255,854
free,165,225,135,255,855
free,135,165,225,255,856
free,235,165,130,255,857
free,130,235,165,255,858
free,165,130,235,255,859
free,215,100,150,255,860
free,150,215,100,255,861
free,100,150,215,255,862
free,245,160,140,255,863
free,140,245,160,255,864
free,160,140,245,255,865
free,220,130,155,255,866
free,155,220,130,255,867
free,130,155,220,255,868
free,230,150,110,255,869
free,110,230,150,255,870
free,150,110,230,255,871
free,240,110,165,255,872
free,165,240,110,255,873
free,110,165,240,255,874
free,225,160,145,255,875
free,145,225,160,255,876
free,160,145,225,255,877
free,235,145,135,255,878
free,135,235,145,255,879
free,145,135,235,255,880
free,215,165,145,255,881
free,145,215,165,255,882
free,165,145,215,255,883
free,245,130,150,255,884
free,150,245,130,255,885
free,130,150,245,255,886
free,220,145,125,255,887
free,125,220,145,255,888
free,145,125,220,255,889
free,230,140,165,255,890
free,165,230,140,255,891
free,140,165,230,255,892
free,240,160,130,255,893
free,130,240,160,255,894
free,160,130,240,255,895
free,225,115,150,255,896
free,150,225,115,255,897
free,115,150,225,255,898
free,235,155,160,255,899
free,160,235,155,255,900
free,155,160,235,255,901
free,215,140,120,255,902
free,120,215,140,255,903
free,140,120,215,255,904
free,245,155,145,255,905
free,145,245,155,255,906
free,155,145,245,255,907
free,220,160,140,255,908
free,140,220,160,255,909
free,160,140,220,255,910
free,230,125,140,255,911
free,140,230,125,255,912
free,125,140,230,255,913
free,240,125,155,255,914
free,155,240,125,255,915
free,125,155,240,255,916
free,225,150,120,255,917
free,120,225,150,255,918
free,150,120,225,255,919
free,235,110,150,255,920
free,150,235,110,255,921
free,110,150,235,255,922
free,215,155,165,255,923
free,165,215,155,255,924
free,155,165,215,255,925
free,245,140,160,255,926
free,160,245,140,255,927
free,140,160,245,255,928
free,220,135,120,255,929
free,120,220,135,255,930
free,135,120,220,255,931
free,230,160,150,255,932
free,150,230,160,255,933
free,160,150,230,255,934
free,240,130,160,255,935
free,160,240,130,255,936
free,130,160,240,255,937
free,225,140,135,255,938
free,135,225,140,255,939
free,140,135,225,255,940
free,235,160,120,255,941
free,120,235,160,255,942
free,160,120,235,255,943
free,215,125,145,255,944
free,145,215,125,255,945
free,125,145,215,255,946
free,245,165,155,255,947
free,155,245,165,255,948
free,165,155,245,255,949
free,220,120,160,255,950
free,160,220,120,255,951
free,120,160,220,255,952
free,230,135,155,255,953
free,155,230,135,255,954
free,135,155,230,255,955
free,240,150,140,255,956
free,140,240,150,255,957
free,150,140,240,255,958
free,225,155,125,255,959
free,125,225,155,255,960
free,155,125,225,255,961
free,235,130,145,255,962
free,145,235,130,255,963
free,130,145,235,255,964
free,215,150,155,255,965
free,155,215,150,255,966
free,150,155,215,255,967
free,245,145,125,255,968
free,125,245,145,255,969
free,145,125,245,255,970
free,220,155,145,255,971
free,145,220,155,255,972
free,155,145,220,255,973
free,230,145,135,255,974
free,135,230,145,255,975
free,145,135,230,255,976
free,240,140,155,255,977
free,155,240,140,255,978
free,140,155,240,255,979
free,225,130,155,255,980
free,155,225,130,255,981
free,130,155,225,255,982
free,235,150,140,255,983
free,140,235,150,255,984
free,150,140,235,255,985
free,215,140,160,255,986
free,160,215,140,255,987
free,140,160,215,255,988
free,245,155,150,255,989
free,150,245,155,255,990
free,155,150,245,255,991
free,220,150,145,255,992
free,145,220,150,255,993
free,150,145,220,255,994
free,230,155,160,255,995
free,160,230,155,255,996
free,155,160,230,255,997
free,240,150,150,255,998
unknown,191,191,181,255,999
